,index,matchID,roundID,match_date,year,country,city,stadium,attendance,stage,home_name,home_init,away_name,away_init,home_score_half1,away_score_half1,home_score_half2,away_score_half2,home_score_final,away_score_final,winner,winning_score_half1,losing_score_half1,winning_score_half2,losing_score_half2,winning_score_final,losing_score_final,home_result,away_result,home_result_value,away_result_value
46,659,97410015,97410100,2006-06-14,2006,Germany,Leipzig,Zentralstadion,43000.0,Groups,Spain,ESP,Ukraine,UKR,2,0,2,0,4,0,Spain,2.0,0.0,2.0,0.0,4.0,0.0,Groups,Groups,1.0,1.0
47,689,97410047,97410100,2006-06-23,2006,Germany,Kaiserslautern,Fritz-Walter-Stadion,46000.0,Groups,Saudi Arabia,KSA,Spain,ESP,0,1,0,0,0,1,Spain,1.0,0.0,0.0,0.0,1.0,0.0,Groups,Groups,1.0,1.0
48,699,97410056,97410200,2006-06-27,2006,Germany,Hanover,"FIFA World Cup Stadium, Hanover",43000.0,Round of 16,Spain,ESP,France,FRA,1,1,0,2,1,3,France,1.0,1.0,2.0,0.0,3.0,1.0,Round of 16,Round of 16,2.0,2.0
49,723,300111112,249722,2010-06-16,2010,South Africa,Durban,Durban Stadium,62453.0,Groups,Spain,ESP,Switzerland,SUI,0,0,0,1,0,1,Switzerland,0.0,0.0,1.0,0.0,1.0,0.0,Groups,Groups,1.0,1.0
50,739,300061494,249722,2010-06-21,2010,South Africa,Johannesburg,Ellis Park Stadium,54386.0,Groups,Spain,ESP,Honduras,HON,1,0,1,0,2,0,Spain,1.0,0.0,1.0,0.0,2.0,0.0,Groups,Groups,1.0,1.0
51,754,300061491,249722,2010-06-25,2010,South Africa,Pretoria,Loftus Versfeld Stadium,41958.0,Groups,Chile,CHI,Spain,ESP,0,2,1,0,1,2,Spain,2.0,0.0,0.0,1.0,2.0,1.0,Groups,Groups,1.0,1.0
52,763,300061498,249717,2010-06-29,2010,South Africa,Cape Town,Cape Town Stadium,62955.0,Round of 16,Spain,ESP,Portugal,POR,0,0,1,0,1,0,Spain,0.0,0.0,1.0,0.0,1.0,0.0,Round of 16,Round of 16,2.0,2.0
53,767,300061506,249718,2010-07-03,2010,South Africa,Johannesburg,Ellis Park Stadium,55359.0,Quarterfinals,Paraguay,PAR,Spain,ESP,0,0,0,1,0,1,Spain,0.0,0.0,1.0,0.0,1.0,0.0,Quarterfinals,Quarterfinals,3.0,3.0
54,769,300111114,249719,2010-07-07,2010,South Africa,Durban,Durban Stadium,60960.0,Semifinals,Germany,GER,Spain,ESP,0,0,0,1,0,1,Spain,0.0,0.0,1.0,0.0,1.0,0.0,Semifinals,Semifinals,4.0,4.0
55,771,300061509,249721,2010-07-11,2010,South Africa,Johannesburg,Soccer City Stadium,84490.0,Finals,Netherlands,NED,Spain,ESP,0,0,0,1,0,1,Spain,0.0,0.0,1.0,0.0,1.0,0.0,Finals,Champion,6.0,7.0
56,774,300186510,255931,2014-06-13,2014,Brazil,Salvador,Arena Fonte Nova,48173.0,Groups,Spain,ESP,Netherlands,NED,1,1,0,4,1,5,Netherlands,1.0,1.0,4.0,0.0,5.0,1.0,Groups,Groups,1.0,1.0
57,790,300186498,255931,2014-06-18,2014,Brazil,Rio de Janeiro,Estadio do Maracana,74101.0,Groups,Spain,ESP,Chile,CHI,0,2,0,0,0,2,Chile,2.0,0.0,0.0,0.0,2.0,0.0,Groups,Groups,1.0,1.0
58,804,300186467,255931,2014-06-23,2014,Brazil,Curitiba,Arena da Baixada,39375.0,Groups,Australia,AUS,Spain,ESP,0,1,0,2,0,3,Spain,1.0,0.0,2.0,0.0,3.0,0.0,Groups,Groups,1.0,1.0
