,Opponent,Result
1994-06-21,Bulgaria,Win
1994-06-25,Argentina,Loss
1994-06-30,Greece,Win
1994-07-05,Italy,Loss
1998-06-13,Spain,Win
1998-06-19,Bulgaria,Win
1998-06-24,Paraguay,Loss
1998-06-28,Denmark,Loss
2002-06-02,Argentina,Loss
2002-06-07,Sweden,Loss
2002-06-12,England,Loss
2010-06-12,Argentina,Loss
2010-06-17,Greece,Loss
2010-06-22,South Korea,Loss
2014-06-16,Iran,Loss
2014-06-21,Bosnia and Herzegovina,Win
2014-06-25,Argentina,Loss
2014-06-30,France,Loss
2014-06-30,France,Loss
