Opponent,Wins,Matches,Win %
North Korea,2.0,2,100.0
Angola,1.0,1,100.0
Bulgaria,1.0,1,100.0
Ghana,1.0,1,100.0
Hungary,1.0,1,100.0
Iran,1.0,1,100.0
Mexico,1.0,1,100.0
Netherlands,1.0,1,100.0
Soviet Union,1.0,1,100.0
Brazil,1.5,2,75.0
England,2.0,3,66.66666666666666
Poland,1.0,2,50.0
Cote d'Ivoire,0.5,1,50.0
United States,0.5,2,25.0
Germany,0.0,2,0.0
France,0.0,1,0.0
Morocco,0.0,1,0.0
South Korea,0.0,1,0.0
Spain,0.0,1,0.0
