,Opponent,Result
1930-07-14,Romania,Loss
1930-07-18,Uruguay,Loss
1970-06-02,Bulgaria,Win
1970-06-06,Morocco,Win
1970-06-10,West Germany,Loss
1970-06-14,Brazil,Loss
1978-06-03,Scotland,Win
1978-06-07,Netherlands,Loss
1978-06-11,Iran,Win
1978-06-14,Brazil,Loss
1978-06-18,Poland,Loss
1978-06-21,Argentina,Loss
1982-06-15,Cameroon,Loss
1982-06-18,Italy,Loss
1982-06-22,Poland,Loss
