,index,matchID,roundID,match_date,year,country,city,stadium,attendance,stage,home_name,home_init,away_name,away_init,home_score_half1,away_score_half1,home_score_half2,away_score_half2,home_score_final,away_score_final,winner,winning_score_half1,losing_score_half1,winning_score_half2,losing_score_half2,winning_score_final,losing_score_final,home_result,away_result,home_result_value,away_result_value,Senegal_result_value
4,639,43950060,43950300,2002-06-22,2002,Japan,Osaka,Osaka Nagai Stadium,44233.0,Quarterfinals,Senegal,SEN,Turkey,TUR,0,0,0,1,0,1,Turkey,0.0,0.0,1.0,0.0,1.0,0.0,Quarterfinals,Quarterfinals,3.0,3.0,3.0
