,Opponent,Result
2002-06-03,Italy,Loss
2002-06-09,Mexico,Loss
2002-06-13,Croatia,Win
2006-06-09,Poland,Win
2006-06-15,Costa Rica,Win
2006-06-20,Germany,Loss
2006-06-25,England,Loss
2014-06-15,Switzerland,Loss
2014-06-20,Honduras,Win
2014-06-25,France,Draw
