,index,matchID,roundID,match_date,year,country,city,stadium,attendance,stage,home_name,home_init,away_name,away_init,home_score_half1,away_score_half1,home_score_half2,away_score_half2,home_score_final,away_score_final,winner,winning_score_half1,losing_score_half1,winning_score_half2,losing_score_half2,winning_score_final,losing_score_final,home_result,away_result,home_result_value,away_result_value,East Germany_result_value
3,257,1982,263,1974-06-26,1974,Germany,Hanover,Niedersachsenstadion,59863.0,Round of 16,Brazil,BRA,East Germany,GDR,0,0,1,0,1,0,Brazil,0.0,0.0,1.0,0.0,1.0,0.0,Round of 16,Round of 16,2.0,2.0,2.0
