,Opponent,Result
1982-06-15,Scotland,Loss
1982-06-19,Soviet Union,Loss
1982-06-23,Brazil,Loss
2010-06-15,Slovakia,Loss
2010-06-20,Italy,Loss
2010-06-24,Paraguay,Loss
