Opponent,Wins,Matches,Win %
Iran,0.5,1,50.00%
Soviet Union,0.5,1,50.00%
Yugoslavia,1.0,2,50.00%
Norway,0.5,1,50.00%
Uruguay,0.5,2,25.00%
