Opponent,Wins,Matches,Win %
Cameroon,0.5,1,50.00%
Czechoslovakia,1.0,2,50.00%
England,0.5,1,50.00%
France,1.0,2,50.00%
Northern Ireland,0.5,1,50.00%
West Germany,1.0,3,33.33%
Chile,1.5,2,75.00%
