,Opponent,Result
1966-07-12,Soviet Union,Loss
1966-07-15,Chile,Draw
1966-07-19,Italy,Win
1966-07-23,Portugal,Loss
2010-06-15,Brazil,Loss
2010-06-21,Portugal,Loss
2010-06-25,Cote d'Ivoire,Loss
