,Opponent,Result
1930-07-17,Yugoslavia,Loss
1930-07-20,Brazil,Loss
1950-07-02,Uruguay,Loss
1994-06-17,Germany,Loss
1994-06-23,South Korea,Draw
1994-06-27,Spain,Loss
