,Opponent,Result
1998-06-14,Argentina,Loss
1998-06-20,Croatia,Loss
1998-06-26,Jamaica,Loss
2002-06-04,Belgium,Loss
2002-06-09,Russia,Win
2002-06-14,Tunisia,Win
2002-06-18,Turkey,Loss
2006-06-12,Australia,Loss
2006-06-18,Croatia,Loss
2006-06-22,Brazil,Loss
2010-06-14,Cameroon,Win
2010-06-19,Netherlands,Loss
2010-06-24,Denmark,Win
2010-06-29,Paraguay,Loss
2014-06-14,Cote d'Ivoire,Loss
2014-06-19,Greece,Loss
2014-06-24,Colombia,Loss
