,index,matchID,roundID,match_date,year,country,city,stadium,attendance,stage,home_name,home_init,away_name,away_init,home_score_half1,away_score_half1,home_score_half2,away_score_half2,home_score_final,away_score_final,winner,winning_score_half1,losing_score_half1,winning_score_half2,losing_score_half2,winning_score_final,losing_score_final,home_result,away_result,home_result_value,away_result_value
0,587,43950008,43950100,2002-06-02,2002,South Korea,Gwangju,Gwangju World Cup Stadium,28598.0,Groups,Spain,ESP,Slovenia,SVN,1,0,2,1,3,1,Spain,1.0,0.0,2.0,1.0,3.0,1.0,Groups,Groups,1.0,1.0
1,603,43950024,43950100,2002-06-08,2002,South Korea,Daegu,Daegu World Cup Stadium,47226.0,Groups,South Africa,RSA,Slovenia,SVN,1,0,0,0,1,0,South Africa,1.0,0.0,0.0,0.0,1.0,0.0,Groups,Groups,1.0,1.0
2,619,43950040,43950100,2002-06-12,2002,South Korea,Seogwipo,Jeju World Cup Stadium,30176.0,Groups,Slovenia,SVN,Paraguay,PAR,1,0,0,3,1,3,Paraguay,0.0,1.0,3.0,0.0,3.0,1.0,Groups,Groups,1.0,1.0
3,713,300061465,249722,2010-06-13,2010,South Africa,Polokwane,Peter Mokaba Stadium,30325.0,Groups,Algeria,ALG,Slovenia,SVN,0,0,0,1,0,1,Slovenia,0.0,0.0,1.0,0.0,1.0,0.0,Groups,Groups,1.0,1.0
4,729,300061463,249722,2010-06-18,2010,South Africa,Johannesburg,Ellis Park Stadium,45573.0,Groups,Slovenia,SVN,United States,USA,2,0,0,2,2,2,Draw,,,,,,,Groups,Groups,1.0,1.0
5,744,300061462,249722,2010-06-23,2010,South Africa,Port Elizabeth,Port Elizabeth Stadium,36893.0,Groups,Slovenia,SVN,England,ENG,0,1,0,0,0,1,England,1.0,0.0,0.0,0.0,1.0,0.0,Groups,Groups,1.0,1.0
