,index,matchID,roundID,match_date,year,country,city,stadium,attendance,stage,home_name,home_init,away_name,away_init,home_score_half1,away_score_half1,home_score_half2,away_score_half2,home_score_final,away_score_final,winner,winning_score_half1,losing_score_half1,winning_score_half2,losing_score_half2,winning_score_final,losing_score_final,home_result,away_result,home_result_value,away_result_value,Bosnia and Herzegovina_result_value
0,782,300186477,255931,2014-06-15,2014,Brazil,Rio de Janeiro,Estadio do Maracana,74738.0,Groups,Argentina,ARG,Bosnia and Herzegovina,BIH,1,0,1,1,2,1,Argentina,1.0,0.0,1.0,1.0,2.0,1.0,Groups,Groups,1.0,1.0,1.0
