,Opponent,Result
1998-06-14,Jamaica,Win
1998-06-20,Japan,Win
1998-06-26,Argentina,Loss
1998-06-30,Romania,Win
1998-07-04,Germany,Win
1998-07-08,France,Loss
1998-07-11,Netherlands,Win
2002-06-03,Mexico,Loss
2002-06-08,Italy,Win
2002-06-13,Ecuador,Loss
2006-06-13,Brazil,Loss
2006-06-18,Japan,Loss
2006-06-22,Australia,Loss
2014-06-12,Brazil,Loss
2014-06-18,Cameroon,Win
2014-06-23,Mexico,Loss
