,index,matchID,roundID,match_date,year,country,city,stadium,attendance,stage,home_name,home_init,away_name,away_init,home_score_half1,away_score_half1,home_score_half2,away_score_half2,home_score_final,away_score_final,winner,winning_score_half1,losing_score_half1,winning_score_half2,losing_score_half2,winning_score_final,losing_score_final,home_result,away_result,home_result_value,away_result_value,Ukraine_result_value
4,701,97410058,97410300,2006-06-30,2006,Germany,Hamburg,"FIFA World Cup Stadium, Hamburg",50000.0,Quarterfinals,Italy,ITA,Ukraine,UKR,1,0,2,0,3,0,Italy,1.0,0.0,2.0,0.0,3.0,0.0,Quarterfinals,Quarterfinals,3.0,3.0,3.0
