,level_0,index,matchID,roundID,match_date,year,country,city,stadium,attendance,stage,home_name,home_init,away_name,away_init,home_score_half1,away_score_half1,home_score_half2,away_score_half2,home_score_final,away_score_final,winner,winning_score_half1,losing_score_half1,winning_score_half2,losing_score_half2,winning_score_final,losing_score_final,home_result,away_result,home_result_value,away_result_value,Wales_result_value
4,4,128,1345,221,1958-06-19,1958,Sweden,Gothenburg,Nya Ullevi,25923.0,Quarterfinals,Brazil,BRA,Wales,WAL,0,0,1,0,1,0,Brazil,0.0,0.0,1.0,0.0,1.0,0.0,Quarterfinals,Quarterfinals,3.0,3.0,3.0
