,index,matchID,roundID,match_date,year,country,city,stadium,attendance,stage,home_name,home_init,away_name,away_init,home_score_half1,away_score_half1,home_score_half2,away_score_half2,home_score_final,away_score_final,winner,winning_score_half1,losing_score_half1,winning_score_half2,losing_score_half2,winning_score_final,losing_score_final,home_result,away_result,home_result_value,away_result_value
0,369,628,308,1986-06-04,1986,Mexico,Toluca,Bombonera - Estadio Nemesio Diez,24000.0,Groups,Paraguay,PAR,Iraq,IRQ,1,0,0,0,1,0,Paraguay,1.0,0.0,0.0,0.0,1.0,0.0,Groups,Groups,1.0,1.0
1,381,427,308,1986-06-08,1986,Mexico,Toluca,Bombonera - Estadio Nemesio Diez,20000.0,Groups,Iraq,IRQ,Belgium,BEL,0,2,1,0,1,2,Belgium,2.0,0.0,0.0,1.0,2.0,1.0,Groups,Groups,1.0,1.0
2,389,627,308,1986-06-11,1986,Mexico,Mexico City,Estadio Azteca,103763.0,Groups,Iraq,IRQ,Mexico,MEX,0,0,0,1,0,1,Mexico,0.0,0.0,1.0,0.0,1.0,0.0,Groups,Groups,1.0,1.0
