,Opponent,Result
1958-06-08,Czechoslovakia,Win
1958-06-11,Argentina,Loss
1958-06-15,West Germany,Loss
1958-06-17,Czechoslovakia,Win
1958-06-19,France,Loss
1982-06-17,Yugoslavia,Loss
1982-06-21,Honduras,Loss
1982-06-25,Spain,Win
1982-07-01,Austria,Loss
1982-07-04,France,Loss
1986-06-03,Algeria,Loss
1986-06-07,Spain,Loss
1986-06-12,Brazil,Loss
