,Opponent,Result
2006-06-11,Netherlands,Loss
2006-06-16,Argentina,Loss
2006-06-21,Cote d'Ivoire,Loss
2010-06-13,Ghana,Loss
2010-06-18,Germany,Win
2010-06-23,Australia,Loss
