,Opponent,Result
1970-06-03,Belgium,Loss
1970-06-07,Mexico,Loss
1970-06-10,Soviet Union,Loss
1982-06-15,Hungary,Loss
1982-06-19,Belgium,Loss
1982-06-23,Argentina,Loss
