Opponent,Wins,Matches,Win %
Cote d'Ivoire,1.0,1,100.0
Nigeria,1.0,2,50.0
Japan,0.5,1,50.0
Argentina,0.0,2,0.0
Costa Rica,0.0,2,0.0
Bulgaria,0.0,1,0.0
Colombia,0.0,1,0.0
South Korea,0.0,1,0.0
