Opponent,Wins,Matches,Win %
Argentina,0,2,0.00%
Costa Rica,0,2,0.00%
Nigeria,1,2,50.00%
Bulgaria,0,1,0.00%
Colombia,0,1,0.00%
Cote d'Ivoire,1,1,100.00%
Japan,0,1,0.00%
South Korea,0,1,0.00%
