,Opponent,Result
1994-06-21,Argentina,Loss
1994-06-26,Bulgaria,Loss
1994-06-30,Nigeria,Loss
2010-06-12,South Korea,Loss
2010-06-17,Nigeria,Win
2010-06-22,Argentina,Loss
2014-06-14,Colombia,Loss
2014-06-19,Japan,Loss
2014-06-24,Cote d'Ivoire,Win
2014-06-29,Costa Rica,Loss
2014-06-29,Costa Rica,Loss
