Opponent,Wins,Matches,Win %
Hungary,0.0,2,0.00%
Nigeria,0.0,2,0.00%
Italy,0.5,2,25.00%
Sweden,0.5,2,25.00%
Argentina,1.0,3,33.33%
Mexico,1.0,2,50.00%
